cell_id,week_index,ite,ite_lo,ite_hi,depth_zone,bathymetry,vessel_density,dvm_amplitude,is_treated,is_post_covid
CELL_021,125,-0.3500138337731423,-0.3515482522812025,-0.3484794152650817,shallow,283.7,10.218,-2.3032,1,1
CELL_022,125,-0.35059931528068705,-0.35219259602417474,-0.34900603453719903,shallow,375.3,8.523,-1.8121,1,1
CELL_023,125,-0.3506796962219209,-0.35230732944305665,-0.3490520630007852,shallow,419.8,8.277,-1.5816,1,1
CELL_024,125,-0.3508610427161558,-0.35244427493414027,-0.34927781049817125,shallow,473.6,7.872,-1.1121,1,1
CELL_025,125,-0.34910783060943607,-0.3504395890309444,-0.34777607218792783,mid,671.1,12.051,-3.3685,1,1
CELL_026,125,-0.3504742567801882,-0.3522391994711867,-0.34870931408918954,shallow,319.8,15.152,-3.8287,1,1
CELL_027,125,-0.3507015266675104,-0.3556155829925836,-0.3457874703424369,mid,508.5,10.487,-2.5121,1,1
CELL_028,125,-0.349941157813748,-0.35216515750401606,-0.34771715812348,mid,555.4,11.995,-2.8343,1,1
CELL_029,125,-0.34992444043701226,-0.3516654346280678,-0.3481834462459566,shallow,227.9,14.438,-3.6121,1,1
CELL_030,125,-0.34980062567826675,-0.35169803709217845,-0.3479032142643553,mid,564.5,16.48,-4.5241,1,1
CELL_031,125,-0.3502095596012165,-0.3515373900648846,-0.34888172913754845,shallow,302.3,11.554,-2.6594,1,1
CELL_032,125,-0.34999649105487063,-0.3520270971282861,-0.34796588498145503,shallow,239.0,11.349,-2.4565,1,1
CELL_033,125,-0.34959116779522376,-0.35060191936984697,-0.34858041622060076,mid,769.3,9.961,-2.971,1,1
CELL_034,125,-0.34996689711232254,-0.351627672376203,-0.3483061218484425,mid,779.4,5.799,-0.6785,1,1
CELL_035,125,-0.3487400772385987,-0.34988885533690883,-0.3475912991402884,mid,685.0,15.541,-4.0067,1,1
CELL_036,125,-0.3506019997819797,-0.3520733855301578,-0.3491306140338016,shallow,382.8,10.808,-2.3868,1,1
CELL_037,125,-0.349893875944083,-0.3514760371875189,-0.34831171470064687,shallow,258.6,6.884,-0.9251,1,1
CELL_038,125,-0.34971378649630797,-0.35141673564127435,-0.3480108373513418,mid,610.5,11.69,-2.9949,1,1
CELL_039,125,-0.35069695888944963,-0.3523026360965076,-0.3490912816823917,shallow,464.1,7.119,-1.3604,1,1
CELL_040,125,-0.3500363585112013,-0.35147630132873314,-0.34859641569366945,shallow,273.2,17.455,-4.7148,1,1
CELL_041,125,-0.3512014620680996,-0.3538100198689243,-0.3485929042672747,shallow,497.1,14.063,-3.544,1,1
CELL_042,125,-0.34999919929673784,-0.35184062858801485,-0.34815777000546083,shallow,220.6,14.986,-3.846,1,1
CELL_043,125,-0.3489180551256167,-0.34994579609525545,-0.34789031415597826,mid,745.6,9.203,-2.0881,1,1
CELL_044,125,-0.3504935617926595,-0.35223833357439743,-0.34874879001092135,shallow,355.3,7.235,-1.388,1,1
CELL_045,125,-0.3498489280025209,-0.3518014943662408,-0.3478963616388007,mid,597.5,13.546,-3.5968,1,1
CELL_046,125,-0.3505951998462701,-0.35202448550573157,-0.3491659141868089,shallow,387.0,12.913,-3.0449,1,1
CELL_047,125,-0.34984209164724384,-0.3521629432067171,-0.3475212400877709,mid,512.0,12.307,-3.0187,1,1
CELL_048,125,-0.3498073529133826,-0.3522399010777981,-0.34737480474896687,mid,528.0,16.665,-4.389,1,1
CELL_049,125,-0.35065531255339566,-0.35238584851314997,-0.34892477659364135,shallow,310.9,15.577,-4.0891,1,1
CELL_050,125,-0.35187167887625764,-0.35844520888262577,-0.3452981488698895,deep,3706.5,4.711,-1.1003,0,1
CELL_051,125,-0.3505436324862867,-0.3516709113753822,-0.34941635359719103,deep,1566.6,3.415,0.5321,0,1
CELL_052,125,-0.35030980116384985,-0.35201183970094313,-0.3486077626267567,mid,1263.7,0.342,0.8516,0,1
CELL_053,125,-0.3505450980883431,-0.35151271990192196,-0.34957747627476404,deep,2366.2,6.58,-1.3129,0,1
CELL_054,125,-0.35342593998339006,-0.35956620900817393,-0.3472856709586063,deep,3954.1,0.0,0.6928,0,1
CELL_055,125,-0.35026981324147116,-0.35135175917502853,-0.3491878673079141,deep,1574.6,8.976,-1.7954,0,1
CELL_056,125,-0.3503863616838388,-0.35177832825184346,-0.34899439511583435,deep,2950.8,1.94,-0.5115,0,1
CELL_057,125,-0.3484408175356798,-0.35248042332421475,-0.34440121174714483,deep,3237.2,0.811,0.5171,0,1
CELL_058,125,-0.35004373051499493,-0.3512919944839949,-0.3487954665459952,deep,1560.4,7.969,-1.5386,0,1
CELL_059,125,-0.3484401752358541,-0.35215865003347135,-0.3447217004382369,deep,3130.3,4.091,-0.6661,0,1
CELL_060,125,-0.3505689154184775,-0.3516204359923606,-0.34951739484459443,deep,1976.9,2.755,0.2636,0,1
CELL_061,125,-0.35033238470949785,-0.35132757981776186,-0.34933718960123394,deep,2823.4,0.496,0.5253,0,1
CELL_062,125,-0.3504142507570697,-0.3513474579340709,-0.34948104358006865,deep,2827.3,0.554,0.8995,0,1
CELL_063,125,-0.35044344994561155,-0.3515403518443865,-0.3493465480468364,deep,2514.5,3.811,-0.5768,0,1
CELL_064,125,-0.35019807094204025,-0.35168585946913244,-0.34871028241494806,mid,1088.9,5.567,-0.1785,0,1
CELL_065,125,-0.3395487230446352,-0.34502585437708116,-0.3340715917121892,deep,3473.0,0.526,0.1144,0,1
CELL_066,125,-0.3502844657275572,-0.35132378050019114,-0.3492451509549231,deep,1826.5,8.954,-2.4998,0,1
CELL_067,125,-0.35026741774028347,-0.35210079607401223,-0.34843403940655504,mid,1396.9,5.055,-0.7846,0,1
CELL_068,125,-0.35007292717680344,-0.3512282102347918,-0.3489176441188149,mid,930.5,3.095,-0.2078,0,1
CELL_069,125,-0.35043904320343533,-0.35172551537518887,-0.3491525710316818,deep,2690.9,5.534,-1.3853,0,1
CELL_070,125,-0.3505200213153809,-0.35151762543262477,-0.34952241719813704,deep,2968.2,2.439,0.0266,0,1
CELL_071,125,-0.3502535417055272,-0.35181732408501987,-0.3486897593260345,mid,853.1,0.604,1.1109,0,1
CELL_072,125,-0.35028898022846017,-0.35127119692353964,-0.34930676353338047,deep,2438.7,0.0,1.1242,0,1
CELL_073,125,-0.3501630814856684,-0.35172644950427007,-0.3485997134670668,deep,1524.8,4.682,-0.4454,0,1
CELL_074,125,-0.3503316104612016,-0.35131924544237264,-0.34934397548003066,deep,2864.6,0.0,0.9588,0,1
CELL_075,125,-0.35010978842496154,-0.3512734847084425,-0.3489460921414807,mid,1358.0,0.495,1.1968,0,1
CELL_076,125,-0.34997192828230206,-0.3510414716226966,-0.3489023849419073,deep,3011.0,8.507,-2.5584,0,1
CELL_077,125,-0.35041575882699605,-0.3517425257987904,-0.3490889918552018,deep,2037.6,0.029,1.186,0,1
CELL_078,125,-0.35278579564187496,-0.36056991356903423,-0.34500167771471546,deep,3797.5,2.023,-0.2073,0,1
CELL_079,125,-0.3501772328476724,-0.35168139198453596,-0.3486730737108088,mid,1240.1,1.897,0.7183,0,1
CELL_080,125,-0.3504590090096099,-0.3514310443355224,-0.3494869736836974,deep,1891.4,3.207,0.3082,0,1
CELL_081,125,-0.35027507390827173,-0.35184623186178215,-0.3487039159547612,mid,1163.1,4.33,-0.7071,0,1
CELL_082,125,-0.35250579156357115,-0.3602081537315872,-0.34480342939555486,deep,3759.0,3.645,-0.5541,0,1
CELL_083,125,-0.33964184722158686,-0.34662100219209585,-0.33266269225107786,deep,3607.5,7.953,-2.017,0,1
CELL_084,125,-0.35040789692115176,-0.35160111522785653,-0.3492146786144471,deep,1625.4,3.132,0.1415,0,1
CELL_085,125,-0.35033595779073473,-0.35168713812866137,-0.3489847774528081,deep,2911.9,6.021,-1.3818,0,1
CELL_086,125,-0.33874997751337954,-0.34569450688640824,-0.33180544814035084,deep,3415.1,4.553,-0.5453,0,1
CELL_087,125,-0.35055662946565036,-0.3515854186186949,-0.3495278403126059,deep,2576.6,3.131,0.0574,0,1
CELL_088,125,-0.3503676499524551,-0.35142584025474866,-0.3493094596501617,deep,2494.9,8.751,-2.3693,0,1
CELL_089,125,-0.35026981324147116,-0.35135175917502853,-0.3491878673079141,deep,1573.9,2.7,-0.0115,0,1
CELL_090,125,-0.3501659991048512,-0.35178755973537446,-0.34854443847432803,mid,1097.9,7.611,-1.1634,0,1
CELL_091,125,-0.35208186495505195,-0.36053604767415065,-0.343627682235953,deep,3671.1,3.774,-0.2039,0,1
CELL_092,125,-0.3515351276034646,-0.35885628410820913,-0.34421397109872,deep,3681.3,3.935,-0.6342,0,1
CELL_093,125,-0.35045732842455213,-0.35173509389482316,-0.3491795629542812,deep,2825.9,4.457,-0.5935,0,1
CELL_094,125,-0.35054231138918895,-0.35156821390754894,-0.34951640887082874,deep,1884.9,3.724,-0.4152,0,1
CELL_095,125,-0.3504480112970363,-0.35209221054575346,-0.34880381204831923,deep,1917.5,5.491,-0.7953,0,1
CELL_096,125,-0.34847148681099155,-0.3521782509041231,-0.34476472271786,deep,3123.1,7.038,-1.3337,0,1
CELL_097,125,-0.34798627665014753,-0.35285449245278766,-0.34311806084750684,deep,3670.8,4.281,-0.9336,0,1
CELL_098,125,-0.3490755653325349,-0.35491153714455753,-0.34323959352051264,deep,3638.7,5.414,-1.5964,0,1
CELL_099,125,-0.3481712458423434,-0.3518785774226821,-0.3444639142620048,deep,3295.6,3.2,-0.2922,0,1
CELL_000,126,-0.3516731315405913,-0.35432184055494587,-0.34902442252623667,shallow,424.7,14.526,-3.6275,1,1
CELL_001,126,-0.34971203281674423,-0.3509541681472919,-0.3484698974861962,mid,770.4,8.603,-1.6603,1,1
CELL_002,126,-0.34990892823868985,-0.3515421920115606,-0.34827566446581887,mid,639.2,10.268,-2.0421,1,1
CELL_003,126,-0.3498726168468622,-0.35193501902239904,-0.3478102146713257,mid,559.2,15.736,-4.1978,1,1
CELL_004,126,-0.35008866017640516,-0.3515774426973514,-0.34859987765545847,shallow,293.6,12.852,-2.9731,1,1
CELL_005,126,-0.3500509732780975,-0.35169448495296396,-0.34840746160323066,shallow,293.6,7.761,-1.0762,1,1
CELL_006,126,-0.350051640567506,-0.3517589673578631,-0.3483443137771491,shallow,234.9,6.671,-0.9205,1,1
CELL_007,126,-0.3486972664662276,-0.3498114022418783,-0.34758313069057695,mid,719.7,13.783,-3.2568,1,1
CELL_008,126,-0.34966243332633024,-0.35200388798498994,-0.34732097866767053,mid,560.7,7.689,-1.5324,1,1
CELL_009,126,-0.3495848595024058,-0.35085490792493684,-0.3483148110798748,mid,624.8,6.84,-0.6761,1,1
CELL_010,126,-0.34998098750099194,-0.3518709624406669,-0.3480910125613165,shallow,212.4,11.696,-3.0575,1,1
CELL_011,126,-0.35022666357245275,-0.35173018860630745,-0.3487231385385978,mid,781.9,13.734,-3.9334,1,1
CELL_012,126,-0.34872958777612173,-0.34988920312382643,-0.34756997242841703,mid,699.5,13.154,-3.1206,1,1
CELL_013,126,-0.35053103166327776,-0.35216625244853494,-0.34889581087802046,shallow,327.4,7.539,-0.9878,1,1
CELL_014,126,-0.3504382200174193,-0.3517900622688036,-0.34908637776603435,shallow,309.1,12.328,-2.9122,1,1
CELL_015,126,-0.3505153926435794,-0.35177413595521884,-0.3492566493319395,shallow,310.0,9.816,-1.8293,1,1
CELL_016,126,-0.35063947794389466,-0.35222073667946535,-0.3490582192083241,shallow,382.5,8.146,-1.3465,1,1
CELL_017,126,-0.3497163260795701,-0.35205924555385054,-0.34737340660528954,mid,514.9,14.681,-3.9041,1,1
CELL_018,126,-0.35069222529268657,-0.35232431377045237,-0.3490601368149203,shallow,459.2,11.283,-2.6091,1,1
CELL_019,126,-0.35063322519937234,-0.352223502148855,-0.34904294824988946,shallow,374.7,14.751,-3.9492,1,1
CELL_020,126,-0.3498208015840508,-0.3516974681462466,-0.34794413502185506,mid,567.1,10.243,-1.8337,1,1
CELL_021,126,-0.34999159363673654,-0.3516679178482889,-0.348315269425184,shallow,283.7,12.578,-3.1217,1,1
CELL_022,126,-0.35061541476485925,-0.3522524449041655,-0.348978384625553,shallow,375.3,6.09,-0.7649,1,1
CELL_023,126,-0.35065307237479215,-0.3521049642434672,-0.3492011805061173,shallow,419.8,7.009,-1.5114,1,1
CELL_024,126,-0.3507366026876571,-0.35258324607141495,-0.34888995930389927,shallow,473.6,7.857,-1.4349,1,1
CELL_025,126,-0.34926523599644965,-0.3504734748153164,-0.3480569971775828,mid,671.1,8.623,-1.3226,1,1
CELL_026,126,-0.3505083536566929,-0.3520746316160223,-0.3489420756973634,shallow,319.8,11.841,-2.8328,1,1
CELL_027,126,-0.3507015266675104,-0.3556155829925836,-0.3457874703424369,mid,508.5,8.783,-1.0462,1,1
CELL_028,126,-0.3498337789791091,-0.3522079684839885,-0.34745958947422995,mid,555.4,19.304,-5.2741,1,1
CELL_029,126,-0.3499710059720256,-0.35160111904334745,-0.34834089290070325,shallow,227.9,14.998,-3.98,1,1
CELL_030,126,-0.34980412128093463,-0.35170354999793263,-0.34790469256393663,mid,564.5,13.177,-2.9089,1,1
CELL_031,126,-0.35022763128767126,-0.3517187872152975,-0.34873647536004493,shallow,302.3,12.928,-3.1831,1,1
CELL_032,126,-0.3500111338513923,-0.3517681786610816,-0.34825408904170313,shallow,239.0,11.169,-2.9352,1,1
CELL_033,126,-0.34966409368040735,-0.3509837828830939,-0.3483444044777207,mid,769.3,13.543,-3.9026,1,1
CELL_034,126,-0.3498885790694165,-0.35121144503373286,-0.3485657131051005,mid,779.4,8.565,-1.9339,1,1
CELL_035,126,-0.348691978144181,-0.3498137561057446,-0.3475702001826172,mid,685.0,11.609,-2.7554,1,1
CELL_036,126,-0.35061289171485865,-0.3522450780465147,-0.3489807053832027,shallow,382.8,8.527,-1.0304,1,1
CELL_037,126,-0.3499870554056741,-0.35163842506434206,-0.3483356857470057,shallow,258.6,7.048,-0.9711,1,1
CELL_038,126,-0.3495494351118461,-0.3510579178563885,-0.3480409523673038,mid,610.5,10.538,-2.0305,1,1
CELL_039,126,-0.35070276877654083,-0.35270959206408675,-0.348695945488995,shallow,464.1,4.521,-0.2951,1,1
CELL_040,126,-0.35006935902835506,-0.3519143557355847,-0.3482243623211253,shallow,273.2,12.557,-2.8714,1,1
CELL_041,126,-0.3511976345690754,-0.3544144788256776,-0.3479807903124736,shallow,497.1,18.97,-5.7677,1,1
CELL_042,126,-0.3499764413520407,-0.3516653650361909,-0.3482875176678905,shallow,220.6,16.295,-4.5755,1,1
CELL_043,126,-0.3489508885731465,-0.35010177146705107,-0.347800005679242,mid,745.6,9.454,-2.1221,1,1
CELL_044,126,-0.35052863990165684,-0.3521588262152931,-0.3488984535880206,shallow,355.3,3.402,0.3109,1,1
CELL_045,126,-0.3497580635409852,-0.3515253926763821,-0.3479907344055884,mid,597.5,17.706,-5.3436,1,1
CELL_046,126,-0.35118268992659185,-0.35336086468768707,-0.3490045151654964,shallow,387.0,14.225,-3.91,1,1
CELL_047,126,-0.34991086594535664,-0.3520333633541141,-0.34778836853659895,mid,512.0,14.015,-3.0794,1,1
CELL_048,126,-0.34982759227665233,-0.3522590370948534,-0.34739614745845115,mid,528.0,15.251,-3.9258,1,1
CELL_049,126,-0.35059772556840585,-0.3523613033355845,-0.34883414780122707,shallow,310.9,19.824,-5.4468,1,1
CELL_050,126,-0.3516935160856407,-0.35787669056129173,-0.34551034160998967,deep,3706.5,6.324,-1.0662,0,1
CELL_051,126,-0.3505590684872077,-0.35172047735229756,-0.3493976596221176,deep,1566.6,10.343,-2.2846,0,1
CELL_052,126,-0.35027629208368755,-0.35180334556492476,-0.3487492386024499,mid,1263.7,3.522,0.061,0,1
CELL_053,126,-0.3505439827172312,-0.3516287862118604,-0.349459179222602,deep,2366.2,0.0,0.6421,0,1
CELL_054,126,-0.35348052467755564,-0.36037302816152295,-0.34658802119358834,deep,3954.1,0.0,0.7505,0,1
CELL_055,126,-0.3504196254981453,-0.3513995021469958,-0.34943974884929485,deep,1574.6,5.942,-1.4773,0,1
CELL_056,126,-0.35048944100294765,-0.35153252754163306,-0.34944635446426214,deep,2950.8,0.381,0.8627,0,1
CELL_057,126,-0.34833548584070634,-0.3531333246472014,-0.3435376470342111,deep,3237.2,2.139,0.0139,0,1
CELL_058,126,-0.35018642755993756,-0.35175944384096364,-0.3486134112789115,deep,1560.4,4.967,-0.3772,0,1
CELL_059,126,-0.348418342035925,-0.3527609251207481,-0.34407575895110176,deep,3130.3,4.442,-0.8528,0,1
CELL_060,126,-0.3505376245776862,-0.3516036777954619,-0.3494715713599105,deep,1976.9,0.0,1.1291,0,1
CELL_061,126,-0.35048242157858356,-0.3518231805289934,-0.3491416626281737,deep,2823.4,5.855,-1.0857,0,1
CELL_062,126,-0.35059151700340346,-0.3515380846312311,-0.3496449493755757,deep,2827.3,3.288,0.1221,0,1
CELL_063,126,-0.3505791859273175,-0.3515344067708121,-0.3496239650838228,deep,2514.5,5.783,-1.1031,0,1
CELL_064,126,-0.3501861651127519,-0.35162047742326635,-0.3487518528022376,mid,1088.9,4.551,-0.0083,0,1
CELL_065,126,-0.3395487230446352,-0.34502585437708116,-0.3340715917121892,deep,3473.0,2.146,-0.1584,0,1
CELL_066,126,-0.3505090419808461,-0.3516056770417727,-0.3494124069199195,deep,1826.5,3.349,-0.3097,0,1
CELL_067,126,-0.3502749781287587,-0.35180041322777267,-0.3487495430297445,mid,1396.9,6.467,-1.0519,0,1
CELL_068,126,-0.3502205200515948,-0.3517833888624851,-0.34865765124070464,mid,930.5,3.28,0.0619,0,1
CELL_069,126,-0.35058158879025136,-0.3515884944952922,-0.3495746830852105,deep,2690.9,0.0,1.1183,0,1
CELL_070,126,-0.3506146598178643,-0.3517165418935791,-0.34951277774214967,deep,2968.2,0.0,0.8434,0,1
CELL_071,126,-0.35013522662228663,-0.3517127310553205,-0.34855772218925274,mid,853.1,3.334,-0.1298,0,1
CELL_072,126,-0.3504289817381487,-0.35136702139403875,-0.3494909420822585,deep,2438.7,0.0,0.8286,0,1
CELL_073,126,-0.35023790816011363,-0.3517519597301128,-0.34872385659011434,deep,1524.8,2.198,0.2195,0,1
CELL_074,126,-0.35047479234665013,-0.3513782107282155,-0.34957137396508475,deep,2864.6,0.0,1.1385,0,1
CELL_075,126,-0.35025244502667036,-0.35168750030783275,-0.34881738974550786,mid,1358.0,2.662,0.2045,0,1
CELL_076,126,-0.350206141402367,-0.3512866214106536,-0.3491256613940804,deep,3011.0,2.7,-0.1667,0,1
CELL_077,126,-0.3503537202726046,-0.3514346026898329,-0.34927283785537594,deep,2037.6,0.0,1.1726,0,1
CELL_078,126,-0.3535956958824365,-0.35968660974566286,-0.34750478201921037,deep,3797.5,8.178,-2.3585,0,1
CELL_079,126,-0.35023790816011363,-0.3517519597301128,-0.34872385659011434,mid,1240.1,0.0,1.5222,0,1
CELL_080,126,-0.3504716638097727,-0.3516760516047868,-0.3492672760147583,deep,1891.4,0.259,0.7642,0,1
CELL_081,126,-0.35024990826745805,-0.3517568224807909,-0.3487429940541257,mid,1163.1,4.522,-0.0903,0,1
CELL_082,126,-0.3526448771155205,-0.36018668228538153,-0.3451030719456595,deep,3759.0,6.706,-1.7618,0,1
CELL_083,126,-0.3394604133667577,-0.34715171883118034,-0.3317691079023354,deep,3607.5,7.746,-2.0031,0,1
CELL_084,126,-0.35050348148791793,-0.35156191032138484,-0.349445052654451,deep,1625.4,6.977,-1.2845,0,1
CELL_085,126,-0.35055525033048474,-0.351568613593912,-0.34954188706705747,deep,2911.9,7.52,-1.7416,0,1
CELL_086,126,-0.3390208768935279,-0.34521305247771783,-0.33282870130933795,deep,3415.1,0.0,0.5947,0,1
CELL_087,126,-0.350315344648353,-0.3513666926390345,-0.34926399665767155,deep,2576.6,0.574,0.3043,0,1
CELL_088,126,-0.3503311164856734,-0.3513504833323563,-0.3493117496389905,deep,2494.9,6.046,-1.1543,0,1
CELL_089,126,-0.35057888844632257,-0.35176863264401903,-0.3493891442486262,deep,1573.9,1.536,0.5529,0,1
CELL_090,126,-0.3502438646898512,-0.3518016145629122,-0.3486861148167903,mid,1097.9,8.214,-2.4667,0,1
CELL_091,126,-0.35213391903444546,-0.36008045902824637,-0.34418737904064456,deep,3671.1,1.674,0.0296,0,1
CELL_092,126,-0.3514597560396469,-0.3587265667834377,-0.34419294529585603,deep,3681.3,0.095,0.2848,0,1
CELL_093,126,-0.3503763624993186,-0.3514503846921224,-0.34930234030651475,deep,2825.9,3.344,-0.4273,0,1
CELL_094,126,-0.35054231138918895,-0.35156821390754894,-0.34951640887082874,deep,1884.9,5.024,-0.7091,0,1
CELL_095,126,-0.35064453208386004,-0.351962431181015,-0.34932663298670485,deep,1917.5,6.239,-1.0737,0,1
CELL_096,126,-0.34856392575696094,-0.3523314780756099,-0.3447963734383121,deep,3123.1,5.572,-0.9104,0,1
CELL_097,126,-0.3477802410960579,-0.3535445890667099,-0.34201589312540587,deep,3670.8,6.104,-1.5862,0,1
CELL_098,126,-0.3491319413846914,-0.35576957334994297,-0.34249430941944004,deep,3638.7,3.852,-1.1855,0,1
CELL_099,126,-0.34823475489271366,-0.3532694582628795,-0.3432000515225476,deep,3295.6,2.772,-0.0523,0,1
CELL_000,127,-0.35069753050812297,-0.35237966283195155,-0.3490153981842944,shallow,424.7,12.83,-3.0433,1,1
CELL_001,127,-0.3497292778392093,-0.3509983646942707,-0.3484601909841477,mid,770.4,5.528,-0.7566,1,1
CELL_002,127,-0.34957402778421787,-0.35106728007819427,-0.34808077549024136,mid,639.2,7.043,-0.9141,1,1
CELL_003,127,-0.3498612883747894,-0.3521896869712457,-0.34753288977833324,mid,559.2,13.518,-3.2808,1,1
CELL_004,127,-0.35011838401444784,-0.3517249065324772,-0.3485118614964185,shallow,293.6,12.774,-2.9598,1,1
CELL_005,127,-0.35007291565197113,-0.3516030194614103,-0.3485428118425316,shallow,293.6,6.482,-0.7633,1,1
CELL_006,127,-0.3506692112887437,-0.353134235927232,-0.3482041866502554,shallow,234.9,7.519,-1.027,1,1
CELL_007,127,-0.3487800906832654,-0.3500433031924835,-0.3475168781740476,mid,719.7,12.696,-3.0166,1,1
CELL_008,127,-0.3496917438099081,-0.3518280444803683,-0.34755544313944786,mid,560.7,2.71,0.3372,1,1
CELL_009,127,-0.3496045340441632,-0.3508500018068239,-0.34835906628150215,mid,624.8,9.24,-1.8327,1,1
CELL_010,127,-0.34999116839508215,-0.35193773660046257,-0.3480446001897016,shallow,212.4,9.827,-2.0619,1,1
CELL_011,127,-0.3502298251087773,-0.3519327959203602,-0.34852685429719465,mid,781.9,15.731,-4.3084,1,1
CELL_012,127,-0.34876380582607475,-0.34993344974470775,-0.3475941619074422,mid,699.5,12.02,-2.8084,1,1
CELL_013,127,-0.350587934013238,-0.35230571196930316,-0.34887015605717253,shallow,327.4,7.805,-1.4335,1,1
CELL_014,127,-0.3504762397219905,-0.3520726656039316,-0.3488798138400492,shallow,309.1,11.368,-2.597,1,1
CELL_015,127,-0.3506413525971012,-0.35215246574528963,-0.349130239448913,shallow,310.0,7.779,-1.0661,1,1
CELL_016,127,-0.3506298972767692,-0.35222909020467447,-0.349030704348864,shallow,382.5,9.155,-1.818,1,1
CELL_017,127,-0.35003289222260947,-0.3525457943416879,-0.3475199901035309,mid,514.9,13.38,-3.251,1,1
CELL_018,127,-0.3506596624284996,-0.3525298791965121,-0.3487894456604868,shallow,459.2,15.649,-3.9178,1,1
CELL_019,127,-0.3506409321199889,-0.35224430277570895,-0.34903756146426845,shallow,374.7,15.717,-4.168,1,1
