cell_id,week_index,year,week,date,treated,post,covid_active,vessel_density,dvm_amplitude,sst,log_chla,bathymetry,season_sin,season_cos,season_q
CELL_027,2,2018,3,2018-01-15,1,0,0,24.686,-7.6542,16.517,0.645,508.5,0.3546,0.935,0
CELL_028,2,2018,3,2018-01-15,1,0,0,35.422,-11.0249,16.012,0.0079,555.4,0.3546,0.935,0
CELL_029,2,2018,3,2018-01-15,1,0,0,33.84,-10.3028,17.103,0.506,227.9,0.3546,0.935,0
CELL_030,2,2018,3,2018-01-15,1,0,0,35.168,-11.1385,15.858,0.3061,564.5,0.3546,0.935,0
CELL_031,2,2018,3,2018-01-15,1,0,0,26.79,-7.9229,16.264,0.693,302.3,0.3546,0.935,0
CELL_032,2,2018,3,2018-01-15,1,0,0,30.296,-9.6539,17.08,1.0875,239.0,0.3546,0.935,0
CELL_033,2,2018,3,2018-01-15,1,0,0,22.205,-6.943,16.875,-0.0707,769.3,0.3546,0.935,0
CELL_034,2,2018,3,2018-01-15,1,0,0,17.541,-4.5987,14.686,0.8835,779.4,0.3546,0.935,0
CELL_035,2,2018,3,2018-01-15,1,0,0,31.908,-9.6917,14.055,0.3396,685.0,0.3546,0.935,0
CELL_036,2,2018,3,2018-01-15,1,0,0,19.061,-5.1299,16.274,0.6051,382.8,0.3546,0.935,0
CELL_037,2,2018,3,2018-01-15,1,0,0,15.847,-3.7274,15.349,1.211,258.6,0.3546,0.935,0
CELL_038,2,2018,3,2018-01-15,1,0,0,31.082,-9.5755,15.381,0.3911,610.5,0.3546,0.935,0
CELL_039,2,2018,3,2018-01-15,1,0,0,19.082,-5.9299,17.497,-0.0732,464.1,0.3546,0.935,0
CELL_040,2,2018,3,2018-01-15,1,0,0,41.454,-12.9592,15.96,0.2782,273.2,0.3546,0.935,0
CELL_041,2,2018,3,2018-01-15,1,0,0,37.637,-12.0831,17.588,0.9517,497.1,0.3546,0.935,0
CELL_042,2,2018,3,2018-01-15,1,0,0,42.186,-13.1513,15.643,0.9838,220.6,0.3546,0.935,0
CELL_043,2,2018,3,2018-01-15,1,0,0,26.857,-8.3698,17.377,0.6288,745.6,0.3546,0.935,0
CELL_044,2,2018,3,2018-01-15,1,0,0,16.306,-3.9382,15.585,1.6195,355.3,0.3546,0.935,0
CELL_045,2,2018,3,2018-01-15,1,0,0,37.477,-12.2658,16.275,-0.0608,597.5,0.3546,0.935,0
CELL_046,2,2018,3,2018-01-15,1,0,0,28.105,-8.3485,15.602,0.0893,387.0,0.3546,0.935,0
CELL_047,2,2018,3,2018-01-15,1,0,0,41.538,-13.0142,16.703,1.1108,512.0,0.3546,0.935,0
CELL_048,2,2018,3,2018-01-15,1,0,0,36.247,-11.5256,17.329,0.4514,528.0,0.3546,0.935,0
CELL_049,2,2018,3,2018-01-15,1,0,0,38.982,-11.7217,16.573,0.8407,310.9,0.3546,0.935,0
CELL_050,2,2018,3,2018-01-15,0,0,0,2.229,0.053,16.87,0.6413,3706.5,0.3546,0.935,0
CELL_051,2,2018,3,2018-01-15,0,0,0,8.339,-1.5736,16.534,0.8819,1566.6,0.3546,0.935,0
CELL_052,2,2018,3,2018-01-15,0,0,0,3.564,-0.4672,15.456,0.0904,1263.7,0.3546,0.935,0
CELL_053,2,2018,3,2018-01-15,0,0,0,5.927,-1.0889,15.245,0.5021,2366.2,0.3546,0.935,0
CELL_054,2,2018,3,2018-01-15,0,0,0,1.968,-0.0567,16.78,1.043,3954.1,0.3546,0.935,0
CELL_055,2,2018,3,2018-01-15,0,0,0,3.878,-0.0465,16.354,0.4884,1574.6,0.3546,0.935,0
CELL_056,2,2018,3,2018-01-15,0,0,0,2.115,0.4133,16.716,0.9442,2950.8,0.3546,0.935,0
CELL_057,2,2018,3,2018-01-15,0,0,0,4.291,-0.6025,15.09,0.8126,3237.2,0.3546,0.935,0
CELL_058,2,2018,3,2018-01-15,0,0,0,4.644,-0.1289,16.597,1.2319,1560.4,0.3546,0.935,0
CELL_059,2,2018,3,2018-01-15,0,0,0,4.495,-0.1446,17.489,0.7331,3130.3,0.3546,0.935,0
CELL_060,2,2018,3,2018-01-15,0,0,0,4.072,0.2549,14.719,0.9894,1976.9,0.3546,0.935,0
CELL_061,2,2018,3,2018-01-15,0,0,0,6.796,-1.8942,16.666,0.5435,2823.4,0.3546,0.935,0
CELL_062,2,2018,3,2018-01-15,0,0,0,2.873,0.1287,15.447,0.3225,2827.3,0.3546,0.935,0
CELL_063,2,2018,3,2018-01-15,0,0,0,7.068,-1.5656,16.443,0.0148,2514.5,0.3546,0.935,0
CELL_064,2,2018,3,2018-01-15,0,0,0,8.101,-1.2299,15.64,0.5458,1088.9,0.3546,0.935,0
CELL_065,2,2018,3,2018-01-15,0,0,0,1.361,0.2046,16.646,0.5523,3473.0,0.3546,0.935,0
CELL_066,2,2018,3,2018-01-15,0,0,0,4.031,-0.389,15.778,0.974,1826.5,0.3546,0.935,0
CELL_067,2,2018,3,2018-01-15,0,0,0,8.981,-1.803,15.808,0.7251,1396.9,0.3546,0.935,0
CELL_068,2,2018,3,2018-01-15,0,0,0,0.0,1.1392,14.719,-0.1501,930.5,0.3546,0.935,0
CELL_069,2,2018,3,2018-01-15,0,0,0,0.243,0.5699,18.174,0.3306,2690.9,0.3546,0.935,0
CELL_070,2,2018,3,2018-01-15,0,0,0,4.588,-0.473,17.733,1.6435,2968.2,0.3546,0.935,0
CELL_071,2,2018,3,2018-01-15,0,0,0,3.139,0.1717,16.602,1.0019,853.1,0.3546,0.935,0
CELL_072,2,2018,3,2018-01-15,0,0,0,0.0,0.9212,16.125,0.5277,2438.7,0.3546,0.935,0
CELL_073,2,2018,3,2018-01-15,0,0,0,5.808,-0.3415,16.892,0.657,1524.8,0.3546,0.935,0
CELL_074,2,2018,3,2018-01-15,0,0,0,0.0,0.5885,15.973,0.2544,2864.6,0.3546,0.935,0
CELL_075,2,2018,3,2018-01-15,0,0,0,2.43,0.584,16.03,1.3695,1358.0,0.3546,0.935,0
CELL_076,2,2018,3,2018-01-15,0,0,0,3.176,-0.2288,17.611,1.2233,3011.0,0.3546,0.935,0
CELL_077,2,2018,3,2018-01-15,0,0,0,0.663,1.1361,15.36,0.4267,2037.6,0.3546,0.935,0
CELL_078,2,2018,3,2018-01-15,0,0,0,8.842,-2.9665,17.362,0.3683,3797.5,0.3546,0.935,0
CELL_079,2,2018,3,2018-01-15,0,0,0,2.691,0.6783,14.713,0.7743,1240.1,0.3546,0.935,0
CELL_080,2,2018,3,2018-01-15,0,0,0,0.659,1.0972,14.852,0.8696,1891.4,0.3546,0.935,0
CELL_081,2,2018,3,2018-01-15,0,0,0,2.144,0.9508,13.83,0.599,1163.1,0.3546,0.935,0
CELL_082,2,2018,3,2018-01-15,0,0,0,7.467,-2.1052,15.762,0.3117,3759.0,0.3546,0.935,0
CELL_083,2,2018,3,2018-01-15,0,0,0,3.391,0.0861,16.369,0.9958,3607.5,0.3546,0.935,0
CELL_084,2,2018,3,2018-01-15,0,0,0,4.475,-0.7013,15.965,0.1738,1625.4,0.3546,0.935,0
CELL_085,2,2018,3,2018-01-15,0,0,0,4.564,-0.5949,16.422,1.0696,2911.9,0.3546,0.935,0
CELL_086,2,2018,3,2018-01-15,0,0,0,5.396,-1.476,15.911,0.6021,3415.1,0.3546,0.935,0
CELL_087,2,2018,3,2018-01-15,0,0,0,0.0,0.8434,16.835,0.9812,2576.6,0.3546,0.935,0
CELL_088,2,2018,3,2018-01-15,0,0,0,4.887,-1.0734,16.54,-0.1685,2494.9,0.3546,0.935,0
CELL_089,2,2018,3,2018-01-15,0,0,0,6.623,-1.3107,15.124,0.7595,1573.9,0.3546,0.935,0
CELL_090,2,2018,3,2018-01-15,0,0,0,6.885,-1.1943,16.099,-0.1948,1097.9,0.3546,0.935,0
CELL_091,2,2018,3,2018-01-15,0,0,0,1.594,0.5774,15.479,0.713,3671.1,0.3546,0.935,0
CELL_092,2,2018,3,2018-01-15,0,0,0,0.828,0.4713,16.177,0.8272,3681.3,0.3546,0.935,0
CELL_093,2,2018,3,2018-01-15,0,0,0,5.235,-1.0121,15.834,0.199,2825.9,0.3546,0.935,0
CELL_094,2,2018,3,2018-01-15,0,0,0,0.56,1.3368,13.791,0.831,1884.9,0.3546,0.935,0
CELL_095,2,2018,3,2018-01-15,0,0,0,0.928,1.3918,15.32,0.9223,1917.5,0.3546,0.935,0
CELL_096,2,2018,3,2018-01-15,0,0,0,5.334,-0.6166,15.545,0.5213,3123.1,0.3546,0.935,0
CELL_097,2,2018,3,2018-01-15,0,0,0,1.853,-0.2819,15.488,0.3714,3670.8,0.3546,0.935,0
CELL_098,2,2018,3,2018-01-15,0,0,0,5.0,-1.3524,17.427,0.7743,3638.7,0.3546,0.935,0
CELL_099,2,2018,3,2018-01-15,0,0,0,4.189,-0.2694,14.877,1.0543,3295.6,0.3546,0.935,0
CELL_000,3,2018,4,2018-01-22,1,0,0,30.69,-9.4819,19.343,0.8282,424.7,0.4647,0.8855,0
CELL_001,3,2018,4,2018-01-22,1,0,0,16.251,-4.7196,17.707,0.7355,770.4,0.4647,0.8855,0
CELL_002,3,2018,4,2018-01-22,1,0,0,20.879,-5.3743,16.254,1.6155,639.2,0.4647,0.8855,0
CELL_003,3,2018,4,2018-01-22,1,0,0,36.569,-11.3945,17.813,0.7128,559.2,0.4647,0.8855,0
CELL_004,3,2018,4,2018-01-22,1,0,0,31.13,-9.2599,16.111,0.3571,293.6,0.4647,0.8855,0
CELL_005,3,2018,4,2018-01-22,1,0,0,14.56,-3.7172,16.465,0.2013,293.6,0.4647,0.8855,0
CELL_006,3,2018,4,2018-01-22,1,0,0,21.662,-5.7942,15.934,0.6909,234.9,0.4647,0.8855,0
CELL_007,3,2018,4,2018-01-22,1,0,0,31.428,-9.6646,17.15,0.1476,719.7,0.4647,0.8855,0
CELL_008,3,2018,4,2018-01-22,1,0,0,14.752,-3.3288,17.577,1.2725,560.7,0.4647,0.8855,0
CELL_009,3,2018,4,2018-01-22,1,0,0,20.179,-5.4751,17.049,0.776,624.8,0.4647,0.8855,0
CELL_010,3,2018,4,2018-01-22,1,0,0,29.395,-8.7122,16.552,0.7631,212.4,0.4647,0.8855,0
CELL_011,3,2018,4,2018-01-22,1,0,0,30.284,-9.4039,17.7,1.3374,781.9,0.4647,0.8855,0
CELL_012,3,2018,4,2018-01-22,1,0,0,27.055,-7.773,16.302,1.3273,699.5,0.4647,0.8855,0
CELL_013,3,2018,4,2018-01-22,1,0,0,18.608,-4.7468,16.385,1.0991,327.4,0.4647,0.8855,0
CELL_014,3,2018,4,2018-01-22,1,0,0,32.327,-10.0264,16.495,0.483,309.1,0.4647,0.8855,0
CELL_015,3,2018,4,2018-01-22,1,0,0,24.162,-6.4814,16.53,1.2874,310.0,0.4647,0.8855,0
CELL_016,3,2018,4,2018-01-22,1,0,0,25.132,-7.3351,16.443,0.8807,382.5,0.4647,0.8855,0
CELL_017,3,2018,4,2018-01-22,1,0,0,31.855,-9.8513,17.048,0.0893,514.9,0.4647,0.8855,0
CELL_018,3,2018,4,2018-01-22,1,0,0,30.312,-9.2527,16.949,0.8205,459.2,0.4647,0.8855,0
CELL_019,3,2018,4,2018-01-22,1,0,0,37.404,-11.9317,16.408,1.1145,374.7,0.4647,0.8855,0
CELL_020,3,2018,4,2018-01-22,1,0,0,31.693,-9.9784,18.339,0.1787,567.1,0.4647,0.8855,0
CELL_021,3,2018,4,2018-01-22,1,0,0,30.236,-9.065,16.932,0.8541,283.7,0.4647,0.8855,0
CELL_022,3,2018,4,2018-01-22,1,0,0,18.611,-5.3148,17.676,0.8837,375.3,0.4647,0.8855,0
CELL_023,3,2018,4,2018-01-22,1,0,0,25.538,-7.9375,18.308,0.6125,419.8,0.4647,0.8855,0
CELL_024,3,2018,4,2018-01-22,1,0,0,23.844,-7.0066,16.692,-0.4075,473.6,0.4647,0.8855,0
CELL_025,3,2018,4,2018-01-22,1,0,0,20.029,-5.6775,16.716,0.8448,671.1,0.4647,0.8855,0
CELL_026,3,2018,4,2018-01-22,1,0,0,40.744,-12.9416,16.44,0.9354,319.8,0.4647,0.8855,0
CELL_027,3,2018,4,2018-01-22,1,0,0,26.305,-7.745,17.281,0.2111,508.5,0.4647,0.8855,0
CELL_028,3,2018,4,2018-01-22,1,0,0,36.229,-10.9267,17.435,0.8625,555.4,0.4647,0.8855,0
CELL_029,3,2018,4,2018-01-22,1,0,0,30.332,-9.3123,16.509,0.6691,227.9,0.4647,0.8855,0
CELL_030,3,2018,4,2018-01-22,1,0,0,36.47,-11.7239,15.495,0.152,564.5,0.4647,0.8855,0
CELL_031,3,2018,4,2018-01-22,1,0,0,29.467,-9.0292,18.157,0.6266,302.3,0.4647,0.8855,0
CELL_032,3,2018,4,2018-01-22,1,0,0,29.563,-9.2885,17.718,0.2152,239.0,0.4647,0.8855,0
CELL_033,3,2018,4,2018-01-22,1,0,0,29.263,-8.9493,17.189,0.7736,769.3,0.4647,0.8855,0
CELL_034,3,2018,4,2018-01-22,1,0,0,14.475,-4.355,17.331,0.3518,779.4,0.4647,0.8855,0
CELL_035,3,2018,4,2018-01-22,1,0,0,34.084,-10.5468,17.887,0.6101,685.0,0.4647,0.8855,0
CELL_036,3,2018,4,2018-01-22,1,0,0,25.244,-7.1299,17.84,1.4988,382.8,0.4647,0.8855,0
CELL_037,3,2018,4,2018-01-22,1,0,0,15.759,-3.9768,15.507,0.5558,258.6,0.4647,0.8855,0
CELL_038,3,2018,4,2018-01-22,1,0,0,35.479,-10.808,16.648,0.7404,610.5,0.4647,0.8855,0
CELL_039,3,2018,4,2018-01-22,1,0,0,19.515,-5.6284,18.144,0.3675,464.1,0.4647,0.8855,0
CELL_040,3,2018,4,2018-01-22,1,0,0,37.027,-11.5501,15.732,0.3729,273.2,0.4647,0.8855,0
CELL_041,3,2018,4,2018-01-22,1,0,0,37.99,-12.2282,16.234,-0.0243,497.1,0.4647,0.8855,0
CELL_042,3,2018,4,2018-01-22,1,0,0,34.862,-11.1125,17.396,0.7201,220.6,0.4647,0.8855,0
CELL_043,3,2018,4,2018-01-22,1,0,0,23.636,-6.6427,16.187,0.8384,745.6,0.4647,0.8855,0
CELL_044,3,2018,4,2018-01-22,1,0,0,11.636,-2.5223,16.88,0.5988,355.3,0.4647,0.8855,0
CELL_045,3,2018,4,2018-01-22,1,0,0,38.634,-12.4505,16.187,0.5193,597.5,0.4647,0.8855,0
CELL_046,3,2018,4,2018-01-22,1,0,0,27.857,-8.0591,16.805,1.6294,387.0,0.4647,0.8855,0
CELL_047,3,2018,4,2018-01-22,1,0,0,37.75,-12.0641,15.577,-0.2227,512.0,0.4647,0.8855,0
CELL_048,3,2018,4,2018-01-22,1,0,0,39.625,-12.5757,17.195,-0.1118,528.0,0.4647,0.8855,0
CELL_049,3,2018,4,2018-01-22,1,0,0,35.359,-10.5401,16.906,1.4849,310.9,0.4647,0.8855,0
CELL_050,3,2018,4,2018-01-22,0,0,0,2.979,-0.57,16.075,-0.3971,3706.5,0.4647,0.8855,0
CELL_051,3,2018,4,2018-01-22,0,0,0,4.86,-0.5464,15.999,0.6132,1566.6,0.4647,0.8855,0
CELL_052,3,2018,4,2018-01-22,0,0,0,3.844,0.0527,16.268,0.7632,1263.7,0.4647,0.8855,0
CELL_053,3,2018,4,2018-01-22,0,0,0,0.0,0.8958,17.917,0.6295,2366.2,0.4647,0.8855,0
CELL_054,3,2018,4,2018-01-22,0,0,0,2.769,-0.1177,16.975,1.1554,3954.1,0.4647,0.8855,0
CELL_055,3,2018,4,2018-01-22,0,0,0,2.987,-0.1547,17.078,0.107,1574.6,0.4647,0.8855,0
CELL_056,3,2018,4,2018-01-22,0,0,0,1.066,0.1273,16.622,0.6146,2950.8,0.4647,0.8855,0
CELL_057,3,2018,4,2018-01-22,0,0,0,2.831,-0.2892,16.863,0.7588,3237.2,0.4647,0.8855,0
CELL_058,3,2018,4,2018-01-22,0,0,0,8.233,-1.2477,16.095,1.1636,1560.4,0.4647,0.8855,0
CELL_059,3,2018,4,2018-01-22,0,0,0,2.585,0.0002,18.209,0.082,3130.3,0.4647,0.8855,0
CELL_060,3,2018,4,2018-01-22,0,0,0,4.942,-0.1691,16.252,1.3751,1976.9,0.4647,0.8855,0
CELL_061,3,2018,4,2018-01-22,0,0,0,4.794,-0.7628,16.997,0.6117,2823.4,0.4647,0.8855,0
CELL_062,3,2018,4,2018-01-22,0,0,0,4.878,-0.7335,15.39,1.331,2827.3,0.4647,0.8855,0
CELL_063,3,2018,4,2018-01-22,0,0,0,5.793,-1.3276,17.69,0.1334,2514.5,0.4647,0.8855,0
CELL_064,3,2018,4,2018-01-22,0,0,0,3.496,0.4844,16.616,0.5248,1088.9,0.4647,0.8855,0
CELL_065,3,2018,4,2018-01-22,0,0,0,5.551,-1.4941,17.905,0.3977,3473.0,0.4647,0.8855,0
CELL_066,3,2018,4,2018-01-22,0,0,0,2.439,0.6164,16.144,1.1613,1826.5,0.4647,0.8855,0
CELL_067,3,2018,4,2018-01-22,0,0,0,3.058,0.1171,16.314,0.6656,1396.9,0.4647,0.8855,0
CELL_068,3,2018,4,2018-01-22,0,0,0,0.36,0.7462,17.128,0.4419,930.5,0.4647,0.8855,0
CELL_069,3,2018,4,2018-01-22,0,0,0,2.439,-0.0816,16.793,0.4606,2690.9,0.4647,0.8855,0
CELL_070,3,2018,4,2018-01-22,0,0,0,1.327,0.6051,16.492,0.5494,2968.2,0.4647,0.8855,0
CELL_071,3,2018,4,2018-01-22,0,0,0,2.213,0.5827,16.552,1.0273,853.1,0.4647,0.8855,0
CELL_072,3,2018,4,2018-01-22,0,0,0,3.818,-0.2544,17.084,0.6252,2438.7,0.4647,0.8855,0
CELL_073,3,2018,4,2018-01-22,0,0,0,1.273,0.9483,15.887,0.0819,1524.8,0.4647,0.8855,0
CELL_074,3,2018,4,2018-01-22,0,0,0,4.821,-0.6145,18.573,0.9979,2864.6,0.4647,0.8855,0
CELL_075,3,2018,4,2018-01-22,0,0,0,0.0,0.92,16.354,0.2849,1358.0,0.4647,0.8855,0
CELL_076,3,2018,4,2018-01-22,0,0,0,4.888,-1.0494,16.411,-0.3108,3011.0,0.4647,0.8855,0
CELL_077,3,2018,4,2018-01-22,0,0,0,0.0,1.1924,16.98,1.7159,2037.6,0.4647,0.8855,0
CELL_078,3,2018,4,2018-01-22,0,0,0,0.012,1.052,16.56,1.2293,3797.5,0.4647,0.8855,0
CELL_079,3,2018,4,2018-01-22,0,0,0,0.0,1.3816,17.186,0.4462,1240.1,0.4647,0.8855,0
CELL_080,3,2018,4,2018-01-22,0,0,0,6.88,-0.9217,15.586,0.8057,1891.4,0.4647,0.8855,0
CELL_081,3,2018,4,2018-01-22,0,0,0,6.655,-1.2124,16.867,0.8329,1163.1,0.4647,0.8855,0
CELL_082,3,2018,4,2018-01-22,0,0,0,4.683,-1.156,16.514,0.9896,3759.0,0.4647,0.8855,0
CELL_083,3,2018,4,2018-01-22,0,0,0,6.142,-1.0696,16.765,1.2419,3607.5,0.4647,0.8855,0
CELL_084,3,2018,4,2018-01-22,0,0,0,1.129,0.4038,17.798,0.226,1625.4,0.4647,0.8855,0
CELL_085,3,2018,4,2018-01-22,0,0,0,3.826,0.0028,17.888,-0.389,2911.9,0.4647,0.8855,0
CELL_086,3,2018,4,2018-01-22,0,0,0,4.522,-1.003,16.967,0.6514,3415.1,0.4647,0.8855,0
CELL_087,3,2018,4,2018-01-22,0,0,0,2.929,-0.1184,17.305,0.9566,2576.6,0.4647,0.8855,0
CELL_088,3,2018,4,2018-01-22,0,0,0,4.358,-0.3455,16.667,0.5814,2494.9,0.4647,0.8855,0
CELL_089,3,2018,4,2018-01-22,0,0,0,6.221,-0.71,14.436,1.0068,1573.9,0.4647,0.8855,0
CELL_090,3,2018,4,2018-01-22,0,0,0,5.915,-0.5364,16.478,1.2409,1097.9,0.4647,0.8855,0
CELL_091,3,2018,4,2018-01-22,0,0,0,1.517,-0.1292,17.114,0.193,3671.1,0.4647,0.8855,0
CELL_092,3,2018,4,2018-01-22,0,0,0,1.607,0.1739,17.478,1.1554,3681.3,0.4647,0.8855,0
CELL_093,3,2018,4,2018-01-22,0,0,0,6.332,-1.3636,17.201,0.3581,2825.9,0.4647,0.8855,0
CELL_094,3,2018,4,2018-01-22,0,0,0,4.305,-0.1576,17.392,1.2733,1884.9,0.4647,0.8855,0
CELL_095,3,2018,4,2018-01-22,0,0,0,6.357,-1.3133,17.644,0.6656,1917.5,0.4647,0.8855,0
CELL_096,3,2018,4,2018-01-22,0,0,0,4.966,-0.8555,16.192,0.3412,3123.1,0.4647,0.8855,0
CELL_097,3,2018,4,2018-01-22,0,0,0,1.56,-0.1572,16.542,-0.268,3670.8,0.4647,0.8855,0
CELL_098,3,2018,4,2018-01-22,0,0,0,4.757,-0.8344,16.135,1.0085,3638.7,0.4647,0.8855,0
CELL_099,3,2018,4,2018-01-22,0,0,0,1.558,0.2181,16.178,0.2943,3295.6,0.4647,0.8855,0
CELL_000,4,2018,5,2018-01-29,1,0,0,32.71,-10.296,17.253,0.6086,424.7,0.5681,0.823,0
CELL_001,4,2018,5,2018-01-29,1,0,0,18.374,-4.9767,16.417,0.7708,770.4,0.5681,0.823,0
CELL_002,4,2018,5,2018-01-29,1,0,0,21.762,-6.4362,16.361,-0.7689,639.2,0.5681,0.823,0
CELL_003,4,2018,5,2018-01-29,1,0,0,41.065,-13.2195,18.4,0.8457,559.2,0.5681,0.823,0
CELL_004,4,2018,5,2018-01-29,1,0,0,31.775,-9.4454,16.63,0.979,293.6,0.5681,0.823,0
CELL_005,4,2018,5,2018-01-29,1,0,0,17.35,-4.9173,19.616,0.937,293.6,0.5681,0.823,0
CELL_006,4,2018,5,2018-01-29,1,0,0,17.486,-4.7449,15.993,0.3935,234.9,0.5681,0.823,0
CELL_007,4,2018,5,2018-01-29,1,0,0,30.539,-9.1688,17.53,0.3296,719.7,0.5681,0.823,0
CELL_008,4,2018,5,2018-01-29,1,0,0,15.127,-4.0757,17.401,0.5769,560.7,0.5681,0.823,0
CELL_009,4,2018,5,2018-01-29,1,0,0,20.67,-5.6703,16.715,0.4118,624.8,0.5681,0.823,0
CELL_010,4,2018,5,2018-01-29,1,0,0,26.027,-7.6719,16.753,0.5027,212.4,0.5681,0.823,0
CELL_011,4,2018,5,2018-01-29,1,0,0,32.823,-10.2969,17.563,1.1663,781.9,0.5681,0.823,0
CELL_012,4,2018,5,2018-01-29,1,0,0,32.08,-9.808,17.326,0.8735,699.5,0.5681,0.823,0
CELL_013,4,2018,5,2018-01-29,1,0,0,15.729,-3.6173,17.301,1.4522,327.4,0.5681,0.823,0
CELL_014,4,2018,5,2018-01-29,1,0,0,34.735,-10.6912,18.397,0.7852,309.1,0.5681,0.823,0
CELL_015,4,2018,5,2018-01-29,1,0,0,19.696,-5.0604,17.156,1.0487,310.0,0.5681,0.823,0
CELL_016,4,2018,5,2018-01-29,1,0,0,22.856,-6.4659,17.048,0.7411,382.5,0.5681,0.823,0
CELL_017,4,2018,5,2018-01-29,1,0,0,30.775,-9.7117,15.571,0.4656,514.9,0.5681,0.823,0
CELL_018,4,2018,5,2018-01-29,1,0,0,30.225,-8.9528,17.29,0.5142,459.2,0.5681,0.823,0
CELL_019,4,2018,5,2018-01-29,1,0,0,36.884,-11.7922,17.649,1.0519,374.7,0.5681,0.823,0
CELL_020,4,2018,5,2018-01-29,1,0,0,33.519,-10.3614,17.348,1.0761,567.1,0.5681,0.823,0
CELL_021,4,2018,5,2018-01-29,1,0,0,26.1,-7.9366,18.063,0.929,283.7,0.5681,0.823,0
CELL_022,4,2018,5,2018-01-29,1,0,0,15.603,-4.089,18.309,0.1461,375.3,0.5681,0.823,0
CELL_023,4,2018,5,2018-01-29,1,0,0,22.392,-6.4676,17.919,0.5765,419.8,0.5681,0.823,0
CELL_024,4,2018,5,2018-01-29,1,0,0,20.542,-5.9444,17.278,0.7613,473.6,0.5681,0.823,0
CELL_025,4,2018,5,2018-01-29,1,0,0,22.581,-6.8539,16.998,0.6265,671.1,0.5681,0.823,0
CELL_026,4,2018,5,2018-01-29,1,0,0,34.201,-10.2238,17.256,1.9471,319.8,0.5681,0.823,0
CELL_027,4,2018,5,2018-01-29,1,0,0,24.789,-7.1493,17.198,0.7521,508.5,0.5681,0.823,0
CELL_028,4,2018,5,2018-01-29,1,0,0,34.94,-10.6785,18.3,1.0985,555.4,0.5681,0.823,0
CELL_029,4,2018,5,2018-01-29,1,0,0,31.655,-9.5368,17.424,1.0773,227.9,0.5681,0.823,0
CELL_030,4,2018,5,2018-01-29,1,0,0,34.162,-10.3181,16.95,0.7918,564.5,0.5681,0.823,0
CELL_031,4,2018,5,2018-01-29,1,0,0,25.088,-7.2187,16.234,0.8232,302.3,0.5681,0.823,0
CELL_032,4,2018,5,2018-01-29,1,0,0,29.769,-8.9668,17.604,0.6292,239.0,0.5681,0.823,0
CELL_033,4,2018,5,2018-01-29,1,0,0,24.111,-7.6294,16.746,0.6892,769.3,0.5681,0.823,0
CELL_034,4,2018,5,2018-01-29,1,0,0,19.529,-5.6935,18.738,0.7513,779.4,0.5681,0.823,0
CELL_035,4,2018,5,2018-01-29,1,0,0,30.541,-9.4664,16.915,0.5532,685.0,0.5681,0.823,0
CELL_036,4,2018,5,2018-01-29,1,0,0,24.583,-7.2962,17.855,0.1851,382.8,0.5681,0.823,0
CELL_037,4,2018,5,2018-01-29,1,0,0,16.604,-4.2574,18.321,1.5311,258.6,0.5681,0.823,0
CELL_038,4,2018,5,2018-01-29,1,0,0,29.515,-8.7163,16.402,0.6238,610.5,0.5681,0.823,0
CELL_039,4,2018,5,2018-01-29,1,0,0,21.402,-6.1495,17.348,0.5809,464.1,0.5681,0.823,0
CELL_040,4,2018,5,2018-01-29,1,0,0,36.841,-11.7867,19.08,-0.063,273.2,0.5681,0.823,0
CELL_041,4,2018,5,2018-01-29,1,0,0,42.895,-13.8959,17.414,0.6458,497.1,0.5681,0.823,0
CELL_042,4,2018,5,2018-01-29,1,0,0,37.511,-11.7704,18.507,-0.3651,220.6,0.5681,0.823,0
CELL_043,4,2018,5,2018-01-29,1,0,0,21.406,-6.1405,17.195,0.5262,745.6,0.5681,0.823,0
CELL_044,4,2018,5,2018-01-29,1,0,0,12.19,-2.8754,17.778,1.753,355.3,0.5681,0.823,0
CELL_045,4,2018,5,2018-01-29,1,0,0,38.587,-12.1868,16.879,0.9538,597.5,0.5681,0.823,0
CELL_046,4,2018,5,2018-01-29,1,0,0,24.422,-6.928,17.799,1.643,387.0,0.5681,0.823,0
CELL_047,4,2018,5,2018-01-29,1,0,0,40.606,-12.5639,16.374,0.2626,512.0,0.5681,0.823,0
CELL_048,4,2018,5,2018-01-29,1,0,0,42.059,-13.4416,17.693,0.5843,528.0,0.5681,0.823,0
CELL_049,4,2018,5,2018-01-29,1,0,0,33.824,-10.3963,17.892,1.182,310.9,0.5681,0.823,0
CELL_050,4,2018,5,2018-01-29,0,0,0,2.576,-0.1611,17.621,0.5225,3706.5,0.5681,0.823,0
CELL_051,4,2018,5,2018-01-29,0,0,0,9.482,-2.3877,17.211,0.5617,1566.6,0.5681,0.823,0
CELL_052,4,2018,5,2018-01-29,0,0,0,5.782,-0.5851,17.263,0.4162,1263.7,0.5681,0.823,0
CELL_053,4,2018,5,2018-01-29,0,0,0,4.654,-0.6306,16.928,-0.1924,2366.2,0.5681,0.823,0
CELL_054,4,2018,5,2018-01-29,0,0,0,0.0,0.5684,18.041,-0.2442,3954.1,0.5681,0.823,0
CELL_055,4,2018,5,2018-01-29,0,0,0,1.79,0.1699,17.993,0.748,1574.6,0.5681,0.823,0
CELL_056,4,2018,5,2018-01-29,0,0,0,0.318,0.8512,17.957,0.7938,2950.8,0.5681,0.823,0
